Id,Category
1230,1
1231,4
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,2
1242,0
1243,0
1244,0
1245,1
1246,0
1247,4
1248,0
1249,0
1250,3
1251,3
1252,0
1253,2
1254,0
1255,2
1256,0
1257,0
1258,0
1259,1
1260,1
1261,3
1262,0
1263,0
1264,0
1265,0
1266,0
1267,5
1268,2
1269,1
1270,0
1271,2
1272,2
1273,0
1274,1
1275,0
1276,1
1277,0
1278,0
1279,2
1280,0
1281,0
1282,0
1283,5
1284,0
1285,0
1286,0
1287,0
1288,4
1289,0
1290,0
1291,0
1292,0
1293,2
1294,0
1295,0
1296,2
1297,0
1298,0
1299,0
1300,0
1301,2
1302,2
1303,2
1304,0
1305,2
1306,1
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,4
1315,3
1316,1
1317,4
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,1
1325,0
1326,0
1327,0
1328,2
1329,0
1330,4
1331,0
1332,0
1333,0
1334,2
1335,0
1336,0
1337,0
1338,2
1339,2
1340,0
1341,2
1342,3
1343,0
1344,4
1345,2
1346,2
1347,0
1348,2
1349,3
1350,1
1351,2
1352,4
1353,0
1354,4
1355,4
1356,2
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,4
1364,1
1365,3
1366,4
1367,0
1368,0
1369,0
1370,2
1371,2
1372,2
1373,0
1374,0
1375,0
1376,0
1377,4
1378,0
1379,2
1380,0
1381,0
1382,2
1383,1
1384,3
1385,2
1386,0
1387,1
1388,0
1389,0
1390,2
1391,0
1392,0
1393,2
1394,2
1395,0
1396,1
1397,4
1398,2
1399,0
1400,4
1401,5
1402,0
1403,2
1404,0
1405,1
1406,0
1407,5
1408,0
1409,0
1410,0
1411,2
1412,0
1413,0
1414,4
1415,2
1416,3
1417,0
1418,3
1419,4
1420,3
1421,0
1422,0
1423,0
1424,0
1425,2
1426,0
1427,0
1428,0
1429,1
1430,0
1431,0
1432,2
1433,1
1434,0
1435,1
1436,2
1437,1
1438,2
1439,4
1440,0
1441,0
1442,2
1443,0
1444,3
1445,4
1446,0
1447,2
1448,0
1449,1
1450,2
1451,0
1452,0
1453,0
1454,2
1455,3
1456,0
1457,5
1458,0
1459,1
1460,4
1461,2
1462,3
1463,4
1464,0
1465,4
1466,0
1467,0
1468,0
1469,0
1470,0
1471,2
1472,0
1473,1
1474,0
1475,1
1476,3
1477,0
1478,1
1479,0
1480,4
1481,4
1482,1
1483,0
1484,0
1485,4
1486,1
1487,5
1488,0
1489,0
1490,2
1491,4
1492,0
1493,0
1494,0
1495,0
1496,4
1497,0
1498,2
1499,5
1500,0
1501,0
1502,3
1503,0
1504,0
1505,5
1506,1
1507,2
1508,0
1509,5
1510,1
1511,0
1512,4
1513,0
1514,1
1515,0
1516,0
1517,0
1518,0
1519,0
1520,2
1521,0
1522,0
1523,0
1524,0
1525,1
1526,0
1527,0
1528,0
1529,5
1530,2
1531,0
1532,0
1533,0
1534,1
1535,0
1536,2
1537,5
1538,0
1539,0
1540,0
1541,3
1542,1
1543,0
1544,1
1545,0
1546,0
1547,4
1548,0
1549,2
1550,0
1551,4
1552,0
1553,0
1554,2
1555,5
1556,4
1557,0
1558,0
1559,2
1560,2
1561,0
1562,0
1563,5
1564,0
1565,0
1566,0
1567,0
1568,0
1569,5
1570,2
1571,0
1572,0
1573,0
1574,2
1575,1
1576,0
1577,0
1578,0
1579,0
1580,0
1581,3
1582,0
1583,1
1584,0
1585,1
1586,0
1587,0
1588,5
1589,4
1590,0
1591,0
1592,1
1593,0
1594,0
1595,4
1596,0
1597,0
1598,0
1599,4
1600,0
1601,2
1602,4
1603,0
1604,0
1605,0
1606,4
1607,4
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,3
1621,2
1622,0
1623,0
1624,0
1625,1
1626,0
1627,1
1628,5
1629,0
1630,0
1631,0
1632,2
1633,0
1634,0
1635,1
1636,1
1637,0
1638,2
1639,5
1640,5
1641,0
1642,3
1643,0
1644,0
1645,2
1646,0
1647,0
1648,0
1649,0
1650,4
1651,0
1652,0
1653,2
1654,2
1655,1
1656,0
1657,0
1658,0
1659,5
1660,0
1661,0
1662,2
1663,0
1664,0
1665,2
1666,1
1667,1
1668,0
1669,0
1670,0
1671,0
1672,1
1673,0
1674,0
1675,1
1676,0
1677,0
1678,1
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,4
1686,1
1687,2
1688,0
1689,0
1690,0
1691,0
1692,0
1693,1
1694,1
1695,5
1696,3
1697,1
1698,0
1699,0
1700,2
1701,0
1702,2
1703,1
1704,5
1705,2
1706,0
1707,2
1708,4
1709,0
1710,0
1711,0
1712,4
1713,4
1714,0
1715,4
1716,0
1717,0
1718,0
1719,2
1720,0
1721,2
1722,5
1723,0
1724,0
1725,2
1726,0
1727,0
1728,2
1729,1
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,5
1738,0
1739,1
1740,0
1741,4
1742,2
1743,4
1744,2
1745,0
1746,0
1747,2
1748,0
1749,2
1750,0
1751,1
1752,0
1753,0
1754,0
1755,0
1756,2
1757,0
1758,2
1759,1
1760,0
1761,1
1762,1
1763,2
1764,0
1765,0
1766,5
1767,2
1768,2
1769,2
1770,0
1771,0
1772,0
1773,0
1774,2
1775,1
1776,0
1777,5
1778,2
1779,4
1780,0
1781,0
1782,0
1783,2
1784,0
1785,4
1786,1
1787,4
1788,0
1789,0
1790,4
1791,4
1792,0
1793,0
1794,1
1795,0
1796,2
1797,0
1798,4
1799,2
1800,0
1801,4
1802,1
1803,1
1804,2
1805,0
1806,5
1807,3
1808,0
1809,2
1810,3
1811,4
1812,0
1813,3
1814,2
1815,0
1816,4
1817,4
1818,0
1819,2
1820,1
1821,0
1822,0
1823,4
1824,0
1825,0
1826,0
1827,5
1828,1
1829,1
1830,0
1831,0
1832,2
1833,2
1834,0
1835,0
1836,0
1837,2
1838,0
1839,0
1840,0
1841,0
1842,0
1843,1
1844,0
1845,2
1846,2
1847,3
1848,2
1849,1
1850,2
1851,0
1852,0
1853,1
1854,3
1855,0
1856,3
1857,0
1858,0
1859,0
1860,0
1861,3
1862,0
1863,0
1864,0
1865,0
1866,4
1867,0
1868,0
1869,2
1870,0
1871,4
1872,0
1873,0
1874,0
1875,0
1876,4
1877,0
1878,1
1879,0
1880,2
1881,5
1882,0
1883,5
1884,0
1885,0
1886,0
1887,2
1888,5
1889,0
1890,2
1891,3
1892,0
1893,1
1894,0
1895,2
1896,2
1897,0
1898,0
1899,2
1900,0
1901,0
1902,0
1903,2
1904,0
1905,0
1906,0
1907,0
1908,0
1909,1
1910,2
1911,5
1912,3
1913,1
1914,0
1915,4
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,1
1923,2
1924,2
1925,0
1926,5
1927,4
1928,0
1929,5
1930,0
1931,0
1932,0
1933,1
1934,1
1935,0
1936,0
1937,2
1938,0
1939,0
1940,0
1941,0
1942,0
1943,4
1944,5
1945,0
1946,0
1947,0
1948,0
1949,4
1950,4
1951,0
1952,5
1953,0
1954,2
1955,0
1956,0
1957,0
1958,1
1959,0
1960,0
1961,2
1962,0
1963,1
1964,1
1965,1
1966,0
1967,0
1968,3
1969,0
1970,0
1971,4
1972,0
1973,0
1974,1
1975,4
1976,0
1977,0
1978,0
1979,0
1980,0
1981,2
1982,4
1983,2
1984,0
1985,0
1986,5
1987,0
1988,0
1989,0
1990,0
1991,2
1992,0
1993,1
1994,0
1995,2
1996,2
1997,1
1998,0
1999,0
2000,0
2001,1
2002,0
2003,0
2004,0
2005,0
2006,0
2007,4
2008,1
2009,0
2010,0
2011,4
2012,0
2013,2
2014,1
2015,5
2016,2
2017,0
2018,2
2019,0
2020,2
2021,3
2022,2
2023,0
2024,0
2025,0
2026,3
2027,0
2028,1
2029,0
2030,2
2031,0
2032,0
2033,2
2034,0
2035,1
2036,0
2037,4
2038,4
2039,1
2040,5
2041,0
2042,4
2043,0
2044,0
2045,2
2046,0
2047,0
2048,4
2049,0
2050,5
2051,4
2052,0
2053,0
2054,0
2055,2
2056,0
2057,1
2058,1
2059,0
2060,0
2061,0
2062,0
2063,4
2064,0
2065,4
2066,4
2067,0
2068,2
2069,1
2070,0
2071,0
2072,0
2073,1
2074,5
2075,5
2076,2
2077,0
2078,1
2079,0
2080,2
2081,0
2082,2
2083,0
2084,2
2085,0
2086,2
2087,2
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,1
2095,4
2096,2
2097,0
2098,4
2099,0
2100,0
2101,0
2102,2
2103,0
2104,0
2105,0
2106,0
2107,0
2108,5
2109,2
2110,2
2111,0
2112,1
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,4
2120,3
2121,1
2122,0
2123,1
2124,0
2125,0
2126,5
2127,4
2128,0
2129,0
2130,0
2131,1
2132,0
2133,5
2134,4
2135,0
2136,0
2137,0
2138,4
2139,0
2140,3
2141,5
2142,0
2143,4
2144,0
2145,4
2146,0
2147,0
2148,0
2149,0
2150,4
2151,1
2152,2
2153,0
2154,2
2155,1
2156,0
2157,0
2158,0
2159,0
2160,4
2161,4
2162,0
2163,0
2164,4
2165,5
2166,0
2167,0
2168,4
2169,4
2170,2
2171,0
2172,0
2173,0
2174,0
2175,2
2176,2
2177,0
2178,2
2179,0
2180,0
2181,2
2182,2
2183,0
2184,0
2185,1
2186,0
2187,4
2188,0
2189,0
2190,0
2191,0
2192,0
2193,2
2194,0
2195,5
2196,0
2197,4
2198,2
2199,2
2200,4
2201,4
2202,2
2203,0
2204,1
2205,1
2206,0
2207,5
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,3
2215,2
2216,0
2217,5
2218,0
2219,2
2220,1
2221,4
2222,4
2223,0
2224,0
2225,0
2226,2
2227,2
2228,2
2229,2
2230,0
2231,5
2232,0
2233,4
2234,0
2235,0
2236,3
2237,0
2238,0
2239,0
2240,0
2241,2
2242,5
2243,0
2244,0
2245,0
2246,0
2247,2
2248,0
2249,0
2250,2
2251,4
2252,0
2253,1
2254,1
2255,1
2256,4
2257,2
2258,1
2259,4
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,2
2267,0
2268,0
2269,0
2270,2
2271,0
2272,0
2273,3
2274,2
2275,0
2276,0
2277,2
2278,5
2279,0
2280,0
2281,2
2282,3
2283,1
2284,1
2285,0
2286,1
2287,0
2288,0
2289,2
2290,5
2291,0
2292,0
2293,0
2294,3
2295,4
2296,0
2297,2
2298,1
2299,4
2300,2
2301,2
2302,0
2303,0
2304,3
2305,5
2306,5
2307,4
2308,0
2309,0
2310,5
2311,0
2312,0
2313,0
2314,3
2315,0
2316,0
2317,2
2318,0
2319,0
2320,0
2321,2
2322,2
2323,4
2324,0
2325,0
2326,1
2327,5
2328,2
2329,1
2330,0
2331,2
2332,4
2333,4
2334,0
2335,2
2336,0
2337,0
2338,0
2339,0
2340,5
2341,3
2342,0
2343,1
2344,0
2345,0
2346,1
2347,0
2348,5
2349,0
2350,5
2351,2
2352,0
2353,2
2354,5
2355,0
2356,0
2357,4
2358,1
2359,1
2360,0
2361,0
2362,0
2363,0
2364,5
2365,2
2366,4
2367,3
2368,2
2369,1
2370,0
2371,1
2372,0
2373,0
2374,4
2375,0
2376,0
2377,0
2378,0
2379,2
2380,0
2381,3
2382,0
2383,0
2384,0
2385,0
2386,2
2387,0
2388,4
2389,0
2390,2
2391,1
2392,0
2393,4
2394,0
2395,1
2396,0
2397,1
2398,2
2399,0
2400,1
2401,2
2402,0
2403,0
2404,0
2405,2
2406,0
2407,0
2408,1
2409,2
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,3
2420,2
2421,0
2422,0
2423,5
2424,0
2425,0
2426,0
2427,3
2428,2
2429,0
2430,0
2431,2
2432,5
2433,4
2434,5
2435,0
2436,0
2437,2
2438,1
2439,1
2440,5
2441,0
2442,0
2443,3
2444,0
2445,1
2446,2
2447,0
2448,0
2449,1
2450,0
2451,0
2452,1
2453,0
2454,5
2455,4
2456,0
2457,0
2458,0
2459,0
2460,0
2461,4
2462,3
2463,2
2464,2
2465,4
2466,0
2467,0
2468,0
2469,2
2470,4
2471,0
2472,1
2473,0
2474,0
2475,1
2476,3
2477,0
2478,0
2479,2
2480,2
2481,0
2482,4
2483,1
2484,0
2485,0
2486,0
2487,5
2488,3
2489,1
2490,1
2491,0
2492,2
2493,1
2494,2
2495,4
2496,0
2497,1
2498,0
2499,0
2500,1
2501,2
2502,1
2503,0
2504,1
2505,5
2506,4
2507,4
2508,2
2509,0
2510,0
2511,5
2512,0
2513,0
2514,0
2515,0
2516,4
2517,3
2518,0
2519,1
2520,2
2521,0
2522,0
2523,4
2524,2
2525,4
2526,0
2527,0
2528,0
2529,1
2530,2
2531,5
2532,0
2533,2
2534,0
2535,2
2536,0
2537,0
2538,1
2539,0
2540,0
2541,0
2542,4
2543,0
2544,0
2545,3
2546,2
2547,0
2548,0
2549,0
2550,0
2551,1
2552,0
2553,3
2554,4
2555,0
2556,1
2557,1
2558,1
2559,0
2560,0
2561,1
2562,0
2563,0
2564,0
2565,3
2566,2
2567,0
2568,0
2569,2
2570,0
2571,2
2572,2
2573,0
2574,0
2575,2
2576,0
2577,1
2578,0
2579,0
2580,2
2581,0
2582,1
2583,2
2584,4
2585,0
2586,0
2587,3
2588,0
2589,2
2590,0
2591,5
2592,0
2593,2
2594,0
2595,0
2596,0
2597,0
2598,1
2599,2
2600,0
2601,3
2602,0
2603,0
2604,4
2605,4
2606,0
2607,0
2608,2
2609,4
2610,0
2611,3
2612,0
2613,1
2614,0
2615,0
2616,3
2617,0
2618,4
2619,0
2620,0
2621,0
2622,0
2623,2
2624,0
2625,0
2626,2
2627,0
2628,0
2629,2
2630,2
2631,4
2632,0
2633,4
2634,0
2635,4
2636,3
2637,1
2638,2
2639,2
2640,5
2641,4
2642,0
2643,4
2644,1
2645,0
2646,0
2647,4
2648,4
2649,2
2650,0
2651,1
2652,2
2653,2
2654,0
2655,0
2656,2
2657,5
2658,0
2659,1
2660,4
2661,0
2662,0
2663,5
2664,1
2665,0
2666,0
2667,3
2668,0
2669,2
2670,3
2671,0
2672,5
2673,2
2674,0
2675,1
2676,1
2677,2
2678,0
2679,0
2680,0
2681,0
2682,1
2683,5
2684,0
2685,0
2686,0
2687,0
2688,2
2689,0
2690,0
2691,2
2692,3
2693,0
2694,0
2695,0
2696,4
2697,0
2698,5
2699,0
2700,0
2701,0
2702,0
2703,0
2704,2
2705,4
2706,0
2707,0
2708,0
2709,0
2710,0
2711,1
2712,0
2713,0
2714,1
2715,0
2716,4
2717,0
2718,1
2719,1
2720,0
2721,0
2722,2
2723,5
2724,0
2725,0
2726,2
2727,0
2728,0
2729,0
2730,2
2731,1
2732,1
2733,2
2734,0
2735,2
2736,0
2737,4
2738,2
2739,4
2740,1
2741,0
2742,0
2743,0
2744,0
2745,5
2746,1
2747,1
2748,0
2749,0
2750,5
2751,0
2752,0
2753,0
2754,0
2755,0
2756,1
2757,0
2758,4
2759,0
2760,5
2761,4
2762,0
2763,0
2764,4
2765,5
2766,0
2767,0
2768,2
2769,5
2770,0
2771,0
2772,0
2773,0
2774,1
2775,0
2776,3
2777,0
2778,5
2779,4
2780,0
2781,1
2782,1
2783,0
2784,0
2785,1
2786,0
2787,0
2788,0
2789,1
2790,0
2791,0
2792,0
2793,0
2794,5
2795,2
2796,0
2797,0
2798,0
2799,1
2800,1
2801,0
2802,0
2803,0
2804,4
2805,0
2806,0
2807,0
2808,2
2809,0
2810,0
2811,0
2812,1
2813,2
2814,0
2815,0
2816,0
2817,1
2818,4
2819,0
2820,3
2821,0
2822,4
2823,0
2824,0
2825,0
2826,5
2827,0
2828,2
2829,0
2830,2
2831,2
2832,0
2833,0
2834,0
2835,2
2836,0
2837,4
2838,0
2839,1
2840,0
2841,2
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,5
2849,3
2850,0
2851,0
2852,0
2853,0
2854,1
2855,5
2856,0
2857,0
2858,2
2859,0
2860,0
2861,0
2862,2
2863,0
2864,2
2865,0
2866,5
2867,0
2868,0
2869,1
2870,2
2871,2
2872,2
2873,0
2874,4
2875,2
2876,0
2877,1
2878,0
2879,1
2880,2
2881,0
2882,2
2883,0
2884,2
2885,0
2886,0
2887,4
2888,0
2889,1
2890,5
2891,0
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,4
2903,0
2904,4
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2913,5
2914,0
2915,0
2916,4
2917,2
2918,0
2919,0
2920,3
2921,4
2922,3
2923,4
2924,1
2925,1
2926,0
2927,1
2928,1
2929,3
2930,1
2931,0
2932,1
2933,0
2934,0
2935,2
2936,2
2937,0
2938,0
2939,0
2940,0
2941,5
2942,4
2943,4
2944,2
2945,0
2946,0
2947,1
2948,2
2949,2
2950,0
2951,0
2952,3
2953,0
2954,4
2955,0
2956,0
2957,1
2958,3
2959,0
2960,5
2961,0
2962,0
2963,0
2964,4
2965,0
2966,4
2967,0
2968,0
2969,0
2970,1
2971,0
2972,0
2973,5
2974,0
2975,0
2976,0
2977,0
2978,2
2979,2
2980,5
2981,0
2982,5
2983,0
2984,1
2985,2
2986,0
2987,1
2988,1
2989,0
2990,2
2991,0
2992,1
2993,5
2994,0
2995,0
2996,2
