Id,Predicted
186,0.059081
187,0.00855204
188,0.176499
189,0.0135856
190,0.0983714
191,0.0157685
192,0.0661001
193,0.0157785
194,0.0123544
195,0.0101916
196,0.0162503
197,0.0849624
198,0.709546
199,0.0593445
200,0.0130249
201,0.010084
202,0.244204
203,0.369311
204,0.0692709
205,0.0691338
206,0.0124975
207,0.0138018
208,0.0109011
209,0.023911
210,0.0188235
211,0.0301689
212,0.0171131
213,0.0146488
214,0.0148883
215,0.0105497
216,0.0189835
217,0.0497476
218,0.273575
219,0.0119457
220,0.0453904
221,0.0295957
222,0.146152
223,0.0439404
224,0.154116
225,0.0141725
226,0.0162114
227,0.0143037
228,0.0719261
229,0.0246163
230,0.0260002
231,0.0246903
232,0.0186481
233,0.0149482
234,0.0107517
235,0.0141176
236,0.0973373
237,0.193641
238,0.0174768
239,0.0187353
240,0.0141268
241,0.162543
242,0.141571
243,0.159033
244,0.0111013
245,0.0197247
246,0.0620501
247,0.0712279
248,0.0166589
249,0.0106374
250,0.0152087
251,0.0238227
252,0.00884242
253,0.0132192
254,0.00962172
255,0.218584
256,0.0134668
257,0.0167596
258,0.0463827
259,0.0670588
260,0.057758
261,0.071167
262,0.0252889
263,0.010059
264,0.0797129
265,0.0124835
266,0.018932
267,0.161747
268,0.100388
269,0.0143178
270,0.0219203
271,0.0503704
272,0.0157824
273,0.00840565
274,0.0177681
275,0.0160305
276,0.20993
277,0.0259841
278,0.749996
279,0.0142787
280,0.0137798
281,0.068065
282,0.011451
283,0.0132972
284,0.0662716
285,0.0731008
286,0.0622502
287,0.0111737
288,0.0137563
289,0.0145553
290,0.100095
291,0.0250878
292,0.362427
293,0.0164283
294,0.0123387
295,0.278477
296,0.0129015
297,0.0132221
298,0.0229032
299,0.0592963
300,0.0206937
301,0.00913957
302,0.0108549
303,0.0317511
304,0.0261101
305,0.0140454
306,0.0132973
307,0.0241415
308,0.0883614
309,0.023892
310,0.00951765
311,0.246521
312,0.0671275
313,0.0118747
314,0.00828237
315,0.0136897
316,0.026967
317,0.15492
318,0.0149497
319,0.0148406
320,0.0188189
321,0.0144619
322,0.0528881
323,0.00952858
324,0.0559797
325,0.142114
326,0.0199644
327,0.401465
328,0.0137926
329,0.0620088
330,0.0128218
331,0.00912697
332,0.181079
333,0.0534992
334,0.0188126
335,0.228696
336,0.0530081
337,0.0143926
338,0.0306235
339,0.703515
340,0.0329737
341,0.00869773
342,0.0765804
343,0.0171727
344,0.0370271
345,0.0595579
346,0.0663742
347,0.0205363
348,0.010576
349,0.0133687
350,0.0118137
351,0.252564
352,0.0433657
353,0.0235145
354,0.0794229
355,0.053194
356,0.0217546
357,0.00712804
358,0.00449684
359,0.086381
360,0.209798
361,0.0353923
362,0.0135747
363,0.0153967
364,0.00822524
365,0.0245597
366,0.0172855
367,0.013737
368,0.29169
369,0.0216726
370,0.0210375
371,0.166288
372,0.292574
373,0.0171038
374,0.00855574
375,0.15564
376,0.0183354
377,0.0267712
378,0.0136458
379,0.175341
380,0.245372
381,0.0615391
382,0.0562781
383,0.0169894
384,0.0589382
385,0.0307975
386,0.0590908
387,0.0146169
388,0.0112969
389,0.0197986
390,0.0964636
391,0.035953
392,0.0116514
393,0.151171
394,0.0941952
395,0.95775
396,0.0164609
397,0.0135642
398,0.0193402
399,0.0181754
400,0.0260732
401,0.0119548
402,0.354932
403,0.015955
404,0.293113
405,0.0142403
406,0.142866
407,0.012747
408,0.0436346
409,0.00998967
410,0.0117703
411,0.0659003
412,0.0171041
413,0.0109741
414,0.011925
415,0.159682
416,0.219421
417,0.160144
418,0.0108345
419,0.0128753
420,0.0101095
421,0.0342975
422,0.0124292
423,0.0303699
424,0.581763
425,0.0109756
426,0.0110129
427,0.0546179
428,0.0330267
429,0.0095436
430,0.00832861
431,0.0156464
432,0.0181046
433,0.0596138
434,0.0725389
435,0.0428335
436,0.0183014
437,0.0795723
438,0.0298378
439,0.0816575
440,0.0123365
441,0.0895191
442,0.0319598
443,0.0665998
444,0.254728
445,0.0145788
446,0.0130654
447,0.0195122
448,0.166517
449,0.0574105
450,0.0123201
451,0.736892
452,0.228995
453,0.0099729
454,0.0201363
455,0.164422
456,0.0808139
457,0.0775354
458,0.0165419
459,0.0127889
460,0.0152388
461,0.0154238
462,0.0175053
463,0.0524315
464,0.100484
465,0.0227229
466,0.0121459
467,0.00870712
468,0.147294
469,0.0174911
470,0.0122491
471,0.200564
472,0.0301776
473,0.0165265
474,0.0158688
475,0.0140688
476,0.011772
477,0.025181
478,0.744599
479,0.0600236
480,0.0764569
481,0.0393965
482,0.013445
483,0.0971698
484,0.248207
485,0.0879386
486,0.0163269
487,0.0862157
488,0.0411033
489,0.00841245
490,0.212568
491,0.0109445
492,0.157068
493,0.0143106
494,0.0449908
495,0.0183173
496,0.012411
497,0.0568014
498,0.0240833
499,0.185145
500,0.675267
501,0.00980115
502,0.0095945
503,0.110077
504,0.185328
505,0.0137937
506,0.75364
507,0.0664646
508,0.0919787
509,0.0280559
510,0.0712187
511,0.0116567
512,0.00903474
513,0.956498
514,0.0321582
515,0.0366849
516,0.00938665
517,0.0215549
518,0.0202451
519,0.0241703
520,0.0969141
521,0.0514016
522,0.310182
523,0.0275523
524,0.0446818
525,0.0213162
526,0.157835
527,0.0116933
528,0.0165439
529,0.0718236
530,0.134747
531,0.0131926
532,0.338255
533,0.0126844
534,0.0680873
535,0.0107455
536,0.0146457
537,0.0103265
538,0.0123678
539,0.161702
540,0.154103
541,0.0136131
542,0.0909983
543,0.0125995
544,0.0107225
545,0.0151925
546,0.010129
547,0.753395
548,0.206267
549,0.0186991
550,0.056149
551,0.160024
552,0.0599509
553,0.721083
554,0.0678192
555,0.0261912
556,0.0140203
557,0.0227151
558,0.368986
559,0.0146518
560,0.0109655
561,0.0135045
562,0.176742
563,0.0140134
564,0.0144342
565,0.0085658
566,0.25372
567,0.0131075
568,0.0385416
569,0.0195348
570,0.0124379
571,0.0196919
572,0.0120369
573,0.0101224
574,0.102504
575,0.0107754
576,0.0213118
577,0.0143636
578,0.0173285
579,0.240127
580,0.156491
581,0.0183193
582,0.0186316
583,0.0363734
584,0.0766165
585,0.0232068
586,0.0143762
587,0.0713985
588,0.0162408
589,0.0274234
590,0.0132156
591,0.0125928
592,0.068027
593,0.0232809
594,0.0193153
595,0.0109807
596,0.0318065
597,0.0392018
598,0.0437003
599,0.0093606
600,0.0138357
601,0.0146735
602,0.027585
603,0.0114793
604,0.0259917
605,0.0697722
606,0.026395
607,0.0386195
608,0.02464
609,0.0141342
610,0.0157256
611,0.0141137
612,0.0257914
613,0.0136167
614,0.0178806
615,0.00882314
616,0.0287359
617,0.0872441
618,0.0804777
619,0.0150671
620,0.00739769
621,0.00718754
622,0.154544
623,0.0131954
624,0.0201933
625,0.0121973
626,0.015943
627,0.0901708
628,0.0416746
629,0.0612927
630,0.0128964
631,0.152337
632,0.0109145
633,0.183309
634,0.00876325
635,0.0137372
636,0.0113849
637,0.0119129
638,0.0150141
639,0.0100639
640,0.0125144
641,0.0113683
642,0.0467947
643,0.0369841
644,0.0166145
645,0.00862941
646,0.154982
647,0.0113466
648,0.0184701
649,0.177499
650,0.0112267
651,0.273781
652,0.018165
653,0.183902
654,0.0799587
655,0.166856
656,0.068166
657,0.0102295
658,0.0229862
659,0.0456516
660,0.0264868
661,0.0997939
662,0.0617455
663,0.0280023
664,0.0526981
665,0.415474
666,0.0135065
667,0.0159619
668,0.00967702
669,0.011555
670,0.0874725
671,0.195121
672,0.0466111
673,0.0122197
674,0.0102656
675,0.0150632
676,0.0143605
677,0.0137418
678,0.0834824
679,0.0532341
680,0.0106194
681,0.266982
682,0.0109358
683,0.00677435
684,0.134705
685,0.0962393
686,0.0163776
687,0.0322016
688,0.0812491
689,0.0096737
690,0.0194124
691,0.00896924
692,0.012741
693,0.0126818
694,0.0207687
695,0.0119604
696,0.0168484
697,0.0116243
698,0.0164803
699,0.0218153
700,0.0668441
701,0.0260239
702,0.00947002
703,0.241304
704,0.0388988
705,0.0129005
706,0.0593602
707,0.0186721
708,0.0153941
709,0.0267056
710,0.0226255
711,0.00854522
712,0.0182741
713,0.232391
714,0.0204676
715,0.286826
716,0.0133019
717,0.0123656
718,0.0125088
719,0.377454
720,0.0620523
721,0.0171382
722,0.0258263
723,0.0166908
724,0.0191438
725,0.00869195
726,0.0707208
727,0.60528
728,0.0788018
729,0.0102116
730,0.16387
731,0.030292
732,0.0141373
733,0.0203735
734,0.0145937
735,0.163594
736,0.266457
737,0.0657143
738,0.0089625
739,0.0112888
740,0.0191886
741,0.0107175
742,0.0080052
743,0.159435
744,0.0110538
745,0.0948835
746,0.0156933
747,0.0217162
748,0.0148438
749,0.0187449
750,0.0169267
751,0.0161379
752,0.0146712
753,0.0595645
754,0.0710547
755,0.0161712
756,0.097576
757,0.0136027
758,0.0295199
759,0.0105269
760,0.0258088
761,0.0146918
762,0.0148887
763,0.0163541
764,0.0203008
765,0.155051
766,0.0184027
767,0.0367755
768,0.0199937
769,0.0624056
770,0.0115694
771,0.349111
772,0.0115017
773,0.0116122
774,0.17653
775,0.0145185
776,0.0136681
777,0.0113675
778,0.0328491
779,0.0181482
780,0.283191
781,0.171839
782,0.0132613
783,0.0106812
784,0.022925
785,0.0242791
786,0.0757576
787,0.0209715
788,0.0215594
789,0.0203388
790,0.348114
791,0.190156
792,0.0587122
793,0.0110528
794,0.0139942
795,0.0118747
796,0.0781152
797,0.0810566
798,0.0739215
799,0.151979
800,0.153568
801,0.101695
802,0.161613
803,0.0153865
804,0.0645662
805,0.00964759
806,0.0130183
807,0.413225
808,0.267241
809,0.0150125
810,0.0111903
811,0.0482782
812,0.0147782
813,0.0261149
814,0.163614
815,0.0218975
816,0.0997937
817,0.0160681
818,0.0518837
819,0.0107148
820,0.0258783
821,0.00611463
822,0.00957499
823,0.0899882
824,0.0168746
825,0.280517
826,0.585954
827,0.0323696
828,0.0515157
829,0.0188634
830,0.198533
831,0.0138471
832,0.0225125
833,0.0179271
834,0.0554794
835,0.0134015
836,0.011932
837,0.0154572
838,0.0198647
839,0.00860202
840,0.0105417
841,0.381011
842,0.014581
843,0.0126437
844,0.0230096
845,0.0554946
846,0.056778
847,0.284305
848,0.0733113
849,0.0253525
850,0.0135594
851,0.0281913
852,0.0141589
853,0.0221569
854,0.0155001
855,0.0218102
856,0.0275919
857,0.069326
858,0.0240022
859,0.0632017
860,0.251095
861,0.149246
862,0.0294756
863,0.0405339
864,0.0144914
865,0.0183105
866,0.0123386
867,0.0271961
868,0.0142854
869,0.0752593
870,0.0247387
871,0.0164595
872,0.149029
873,0.0161825
874,0.00901102
875,0.0483694
876,0.0129215
877,0.289249
878,0.134661
879,0.0630709
880,0.0153252
881,0.0115418
882,0.27911
883,0.0138233
884,0.0315674
885,0.0498888
886,0.00703197
887,0.019028
888,0.149679
889,0.0608695
890,0.011752
891,0.0695509
892,0.0124964
893,0.0433349
894,0.0178127
895,0.0200565
896,0.0134548
897,0.0127044
898,0.015632
899,0.0147293
900,0.0174712
901,0.0770565
902,0.0137772
903,0.0252293
904,0.0184632
905,0.0128081
906,0.0174556
907,0.0339245
908,0.0176631
909,0.0659632
910,0.0163594
911,0.0168184
912,0.0623031
913,0.34218
914,0.0104171
915,0.0199008
916,0.0125997
917,0.0198532
918,0.0143347
919,0.0847839
920,0.0133305
921,0.0616441
922,0.0146227
923,0.0234015
924,0.0219458
925,0.0267245
926,0.0861368
927,0.0105456
928,0.0156225
929,0.0102894
930,0.0239918
931,0.0146572
932,0.158482
933,0.00925489
934,0.0215909
935,0.0239256
936,0.0704401
937,0.00938654
938,0.0109161
939,0.00959714
940,0.0332049
941,0.00888232
942,0.584714
943,0.0875583
944,0.0185804
945,0.0267234
946,0.0738302
947,0.259147
948,0.0211532
949,0.249354
950,0.146447
951,0.0169744
952,0.00961978
953,0.144481
954,0.0757816
955,0.0887008
956,0.0125343
957,0.0103315
958,0.0149862
959,0.0100845
960,0.218822
961,0.0143285
962,0.012685
963,0.155375
964,0.35322
965,0.0128776
966,0.0148755
967,0.019102
968,0.0871262
969,0.0196594
970,0.0178917
971,0.0861262
972,0.293698
973,0.0353005
974,0.264591
975,0.0410502
976,0.199492
977,0.085629
978,0.0519244
979,0.0241115
980,0.0156036
981,0.0140546
982,0.0128797
983,0.18156
984,0.0278748
985,0.0343327
986,0.0782566
987,0.00806207
988,0.0531526
989,0.0752843
990,0.00981407
991,0.0114377
992,0.075463
993,0.0251575
994,0.387232
995,0.0585836
996,0.0601882
997,0.0169314
998,0.0289876
999,0.146649
1000,0.012617
1001,0.0766388
1002,0.0110883
1003,0.023156
1004,0.0277454
1005,0.0142494
1006,0.0183794
1007,0.0140626
1008,0.75619
1009,0.0147603
1010,0.0246597
1011,0.0637826
1012,0.232507
1013,0.0149057
1014,0.0142357
1015,0.029638
1016,0.0389896
1017,0.0148524
1018,0.0249269
1019,0.148652
1020,0.0124184
1021,0.0179994
1022,0.012264
1023,0.0549406
1024,0.215312
1025,0.0132285
1026,0.00925303
1027,0.211835
1028,0.0753414
1029,0.0149753
1030,0.180022
1031,0.0781913
1032,0.0599254
1033,0.0150267
1034,0.0224641
1035,0.246606
1036,0.0995996
1037,0.0172125
1038,0.011657
1039,0.0130937
1040,0.0524812
1041,0.0158523
1042,0.0359951
1043,0.0172873
1044,0.0289287
1045,0.0739935
1046,0.0115052
1047,0.0359968
1048,0.0140582
1049,0.0176557
1050,0.148384
1051,0.0130561
1052,0.0180347
1053,0.0109823
1054,0.0192927
1055,0.0156312
1056,0.263325
1057,0.733588
1058,0.0208197
1059,0.0117662
1060,0.0152493
1061,0.0197116
1062,0.101636
1063,0.0122425
1064,0.0172977
1065,0.0161153
1066,0.0118351
1067,0.0207807
1068,0.0108458
1069,0.0253864
1070,0.0205176
1071,0.0636758
1072,0.159131
1073,0.0132988
1074,0.175439
1075,0.0163326
1076,0.664454
1077,0.0136381
1078,0.284611
1079,0.731794
1080,0.0203447
1081,0.0640361
1082,0.0088294
1083,0.0533114
1084,0.0121137
1085,0.0105184
1086,0.0170094
1087,0.031318
1088,0.0153321
1089,0.141779
1090,0.0559953
1091,0.0719383
1092,0.0131152
1093,0.206283
1094,0.0198487
1095,0.0209226
1096,0.739514
1097,0.0820685
1098,0.166366
1099,0.0144121
1100,0.251607
1101,0.288396
1102,0.0175216
1103,0.195763
1104,0.0149204
1105,0.143661
1106,0.0982193
1107,0.158358
1108,0.0717961
1109,0.0198608
1110,0.059287
1111,0.0185501
1112,0.0244456
1113,0.0126691
1114,0.0881278
1115,0.0135528
1116,0.0725493
1117,0.0133266
1118,0.0161371
1119,0.0126715
1120,0.0595707
1121,0.0687911
1122,0.750871
1123,0.150088
1124,0.0119136
1125,0.0328508
1126,0.0193728
1127,0.0862261
1128,0.0111395
1129,0.0191038
1130,0.0135407
1131,0.0890575
1132,0.013405
1133,0.0165093
1134,0.0080477
1135,0.143576
1136,0.0399463
1137,0.162682
1138,0.0501648
1139,0.0104398
1140,0.0181113
1141,0.15614
1142,0.0294531
1143,0.0805609
1144,0.0224051
1145,0.0882693
1146,0.159682
1147,0.0253048
1148,0.0159132
1149,0.0529099
1150,0.0289466
1151,0.0463491
1152,0.00891397
1153,0.0256477
1154,0.0195317
1155,0.149092
1156,0.0112764
1157,0.0107498
1158,0.0145191
1159,0.0778074
1160,0.0112613
1161,0.192566
1162,0.00812061
1163,0.00972322
1164,0.0700935
1165,0.0152126
1166,0.0134428
1167,0.00985398
1168,0.0152729
1169,0.0297047
1170,0.0222303
1171,0.0879348
1172,0.0456454
1173,0.0131484
1174,0.0111936
1175,0.0124555
1176,0.0599208
1177,0.282542
1178,0.0133521
1179,0.0633245
1180,0.00767924
1181,0.0205903
1182,0.0191283
1183,0.0108488
1184,0.060959
1185,0.0206609
1186,0.0120836
1187,0.00807121
1188,0.724986
1189,0.025591
1190,0.223272
1191,0.0732898
1192,0.00882768
1193,0.0517046
1194,0.247618
1195,0.26037
1196,0.0104969
1197,0.744084
1198,0.0586182
1199,0.0114479
1200,0.00919632
1201,0.153953
1202,0.367625
1203,0.0133146
1204,0.0124522
1205,0.165821
1206,0.038619
1207,0.0140121
1208,0.0765015
1209,0.0232943
1210,0.0450832
1211,0.0200604
1212,0.523032
1213,0.0417842
1214,0.0211123
1215,0.0159342
1216,0.0884026
1217,0.0679545
1218,0.0806081
1219,0.7322
1220,0.0157364
1221,0.0170468
1222,0.0565454
1223,0.016166
1224,0.0117917
1225,0.0106074
1226,0.0137072
1227,0.258716
1228,0.0118216
1229,0.0842279
1230,0.277693
1231,0.230071
1232,0.0133263
1233,0.015559
1234,0.0204599
1235,0.287437
1236,0.0108222
1237,0.0170699
1238,0.0239372
1239,0.147228
1240,0.0150843
1241,0.0212144
1242,0.0224176
1243,0.0106207
1244,0.0695376
1245,0.0492787
1246,0.0205735
1247,0.0925305
1248,0.0125929
1249,0.0201887
1250,0.0300713
1251,0.0121661
1252,0.013285
1253,0.014749
1254,0.0251585
1255,0.0749133
1256,0.0255031
1257,0.0101813
1258,0.0173633
1259,0.0092578
1260,0.0177754
1261,0.0246868
1262,0.179515
1263,0.0963053
1264,0.0263283
1265,0.0104578
1266,0.0792661
1267,0.249177
1268,0.0154343
1269,0.0203461
1270,0.0228346
1271,0.0939035
1272,0.0981521
1273,0.0439866
1274,0.0147767
1275,0.0178919
1276,0.0552492
1277,0.0499072
1278,0.0105424
1279,0.00947561
1280,0.0693284
1281,0.0158462
1282,0.0162754
1283,0.011657
1284,0.0160703
1285,0.0116004
1286,0.281181
1287,0.0139586
1288,0.0748504
1289,0.0135056
1290,0.0207395
1291,0.206948
1292,0.0212286
1293,0.0380005
1294,0.0613934
1295,0.0202484
1296,0.0921283
1297,0.0295277
1298,0.0255116
1299,0.0165551
1300,0.0748021
1301,0.0159996
1302,0.0172961
1303,0.0878508
1304,0.0826731
1305,0.00830606
1306,0.0123512
1307,0.0139879
1308,0.0141082
1309,0.0185646
1310,0.00720157
1311,0.0245166
1312,0.0119899
1313,0.174422
1314,0.152731
1315,0.009347
1316,0.0137245
1317,0.175013
1318,0.011181
1319,0.0939636
1320,0.0130949
1321,0.0730692
1322,0.0169142
1323,0.135546
1324,0.0175609
1325,0.0448183
1326,0.0356057
1327,0.0673006
1328,0.00973323
1329,0.0248926
1330,0.0115206
1331,0.0679119
1332,0.0241773
1333,0.099917
1334,0.0277913
1335,0.061649
1336,0.155451
1337,0.0213955
1338,0.0131098
1339,0.0127252
1340,0.013339
1341,0.0166877
1342,0.0104858
1343,0.0115654
1344,0.0112518
1345,0.25905
1346,0.0101316
1347,0.0161369
1348,0.153099
1349,0.0418923
1350,0.0363315
1351,0.0822231
1352,0.08832
1353,0.502662
1354,0.0293494
1355,0.0151378
1356,0.0612082
1357,0.0831397
1358,0.0453382
1359,0.0367818
1360,0.0282126
1361,0.0467673
1362,0.00685278
1363,0.00837597
1364,0.0158215
1365,0.00847234
1366,0.0683744
1367,0.223966
1368,0.0174987
1369,0.0105739
1370,0.0799735
1371,0.0205204
1372,0.00905706
1373,0.0776723
1374,0.0662523
1375,0.0327022
1376,0.0234099
1377,0.0728201
1378,0.0167506
1379,0.0166535
1380,0.0159201
1381,0.39452
1382,0.153272
1383,0.0196808
1384,0.0149563
1385,0.0156697
1386,0.0872156
1387,0.00993263
1388,0.0205044
1389,0.0150212
1390,0.0223788
1391,0.0184308
1392,0.0911456
1393,0.112222
1394,0.007191
1395,0.00776378
1396,0.30831
1397,0.201481
1398,0.158242
1399,0.24197
1400,0.015412
1401,0.0721568
1402,0.00932662
1403,0.0269314
1404,0.0248535
1405,0.185098
1406,0.0141408
1407,0.0236996
1408,0.018276
1409,0.0140807
1410,0.102765
1411,0.013592
1412,0.00903551
1413,0.0145427
1414,0.0427175
1415,0.0994314
1416,0.0136322
1417,0.0688861
1418,0.164012
1419,0.214763
1420,0.0430255
1421,0.0756553
1422,0.0185355
1423,0.355783
1424,0.0829327
1425,0.0259743
1426,0.14901
1427,0.0232045
1428,0.0149282
1429,0.0482157
1430,0.0608348
1431,0.0103161
1432,0.012997
1433,0.00880037
1434,0.00986736
1435,0.00889309
1436,0.0406478
1437,0.0551527
1438,0.0109034
1439,0.0119031
1440,0.0147126
1441,0.0963364
1442,0.0129454
1443,0.342102
1444,0.154595
1445,0.00962709
1446,0.0165423
1447,0.0300636
1448,0.0177384
1449,0.0225039
1450,0.0107794
1451,0.0135994
1452,0.0131968
1453,0.0611618
1454,0.0186489
1455,0.018834
1456,0.00823105
1457,0.0687111
1458,0.0595988
1459,0.0358873
1460,0.154788
1461,0.0119104
1462,0.0206355
1463,0.0155438
1464,0.00995811
1465,0.0198118
1466,0.150605
1467,0.0138324
1468,0.0163349
1469,0.0132933
1470,0.0612431
1471,0.0114209
1472,0.0220632
1473,0.0137617
1474,0.148164
1475,0.0261471
1476,0.0200683
1477,0.452134
1478,0.00953906
1479,0.145054
1480,0.0315521
1481,0.0198893
1482,0.0263888
1483,0.0132511
1484,0.0198103
1485,0.02378
1486,0.0171849
1487,0.0126488
1488,0.0176326
1489,0.146074
1490,0.00860076
1491,0.0119748
1492,0.01299
1493,0.0157214
1494,0.00673681
1495,0.0140292
1496,0.0482269
1497,0.0152285
1498,0.0107964
1499,0.0396683
1500,0.0166403
1501,0.102951
1502,0.0147288
1503,0.0514611
1504,0.0507802
1505,0.0149258
1506,0.0262599
1507,0.0217349
1508,0.149901
1509,0.020235
1510,0.0214974
1511,0.0284946
1512,0.627951
1513,0.0117945
1514,0.0161667
1515,0.0257558
1516,0.0146442
1517,0.0132821
1518,0.085234
1519,0.240597
1520,0.732708
1521,0.154932
1522,0.0275217
1523,0.0123845
1524,0.0114664
1525,0.0751903
1526,0.542809
1527,0.00966561
1528,0.0264788
1529,0.283252
1530,0.0392623
1531,0.0099064
1532,0.0170878
1533,0.0350646
1534,0.0082331
1535,0.0680263
1536,0.0116356
1537,0.0119276
1538,0.0107418
1539,0.0769917
1540,0.188605
1541,0.171553
1542,0.0113993
1543,0.0144413
1544,0.019579
1545,0.0239172
1546,0.0177924
1547,0.00940841
1548,0.015235
1549,0.00662943
1550,0.0104917
1551,0.0132761
1552,0.0131162
1553,0.00915413
1554,0.264648
1555,0.0126272
1556,0.0113082
1557,0.0887277
1558,0.0247868
1559,0.0255514
1560,0.0392828
1561,0.0205978
1562,0.0141698
1563,0.0143783
1564,0.0183207
1565,0.0186499
1566,0.0167577
1567,0.0185759
1568,0.0241037
1569,0.0657775
1570,0.0110264
1571,0.0300938
1572,0.0394314
1573,0.0176114
1574,0.14872
1575,0.0226976
1576,0.011974
1577,0.0311327
1578,0.0127293
1579,0.0148952
1580,0.366062
1581,0.0837155
1582,0.0634975
1583,0.0659926
1584,0.03677
1585,0.0138259
1586,0.144636
1587,0.0103174
1588,0.011341
1589,0.00960883
1590,0.0151931
1591,0.197671
1592,0.0131285
1593,0.0118606
1594,0.0136311
1595,0.0873648
1596,0.0105899
1597,0.01334
1598,0.159982
1599,0.388956
1600,0.154261
1601,0.731497
1602,0.0147068
1603,0.142294
1604,0.17767
1605,0.0596522
1606,0.057588
1607,0.0123945
1608,0.313461
1609,0.086272
1610,0.0645509
1611,0.751529
1612,0.0154269
1613,0.0697651
1614,0.153605
1615,0.0111197
1616,0.016765
1617,0.0192377
1618,0.0113551
1619,0.0157117
1620,0.0907419
1621,0.0292231
1622,0.013859
1623,0.015626
1624,0.0153329
1625,0.087422
1626,0.0288275
1627,0.0104208
1628,0.27998
1629,0.0901849
1630,0.0808284
1631,0.0105512
1632,0.030013
1633,0.0484803
1634,0.0121655
1635,0.089643
1636,0.0101454
1637,0.181389
1638,0.141673
1639,0.0655595
1640,0.0133731
1641,0.0257612
1642,0.0328105
1643,0.0143056
1644,0.0152514
1645,0.010731
1646,0.0489304
1647,0.448649
1648,0.271346
1649,0.0209718
1650,0.0460035
1651,0.0232426
1652,0.0111501
1653,0.403705
1654,0.0157874
1655,0.00733296
1656,0.0768293
1657,0.0102205
1658,0.195211
1659,0.212819
1660,0.0965271
1661,0.0160118
1662,0.404243
1663,0.0422122
1664,0.0129084
1665,0.0106658
1666,0.149294
1667,0.00999063
1668,0.0161629
1669,0.278433
1670,0.0124903
1671,0.0114174
1672,0.0436331
1673,0.011246
1674,0.020273
1675,0.0273671
1676,0.0210009
1677,0.0121765
1678,0.0150735
1679,0.0111261
1680,0.0189451
1681,0.015844
1682,0.0182632
1683,0.0166607
1684,0.0107725
1685,0.0125952
1686,0.0728357
1687,0.0136973
1688,0.0238438
1689,0.0163293
1690,0.0182475
1691,0.0334679
1692,0.211673
1693,0.69819
1694,0.018126
1695,0.145628
1696,0.0197865
1697,0.0467661
1698,0.0109318
1699,0.0121126
1700,0.0518932
1701,0.0317754
1702,0.0127885
1703,0.0439813
1704,0.0553194
1705,0.0302581
1706,0.0570327
1707,0.0177628
1708,0.0162924
